Pin 0,Pin 1,Pin 2,Pin 3,Pin 4,Pin 5,Pin 6,Pin 7,Pin 8,Pin 9,Pin 10,Pin 11,Pin 12,Pin 13,Pin 14,Pin 15
414,459,184,0,494,375,505,126,346,14,180,0,0,0,0,0
392,460,201,0,447,209,518,149,330,24,194,0,0,0,0,0
392,436,136,0,474,372,484,78,307,9,170,0,0,0,0,0
441,460,104,0,513,522,415,0,330,9,157,0,0,0,0,0
438,451,138,0,450,404,424,35,333,12,180,0,0,0,0,0
302,306,51,0,437,481,362,3,253,0,97,0,0,0,0,0
366,398,74,0,521,523,425,16,290,0,115,0,0,0,0,0
372,404,54,0,560,579,440,15,289,0,99,0,0,0,0,0
162,125,0,0,232,401,126,0,161,0,56,0,0,0,0,0
31,11,0,0,0,285,0,0,98,0,49,0,0,0,0,0
150,127,0,0,268,483,72,0,159,0,63,0,0,0,0,0
162,147,8,0,180,364,104,0,159,0,85,0,0,0,0,0
106,52,0,0,68,471,2,0,107,0,50,0,0,0,0,0
36,6,0,0,0,260,0,0,73,0,35,0,0,0,0,0
77,52,0,0,133,466,0,0,117,0,52,0,0,0,0,0
204,182,0,0,295,512,63,0,176,0,85,0,0,0,0,0
240,183,68,0,43,296,0,0,156,0,128,0,0,0,0,0
137,42,0,0,0,260,0,0,126,0,75,0,0,0,0,0
0,0,0,0,0,5,0,0,77,0,35,0,0,0,0,0
1,5,0,0,0,256,0,0,55,0,50,0,0,0,0,0
48,46,0,0,46,355,0,0,74,0,68,0,0,0,0,0
208,227,52,0,188,325,142,0,152,0,127,0,0,0,0,0
151,90,6,0,93,367,4,0,118,0,87,0,0,0,0,0
79,21,0,0,6,329,0,0,94,0,42,0,0,0,0,0
12,0,0,0,0,148,0,0,64,0,38,0,0,0,0,0
52,15,0,0,0,222,0,0,91,0,65,0,0,0,0,0
118,55,56,0,0,106,0,0,134,0,102,0,0,0,0,0
336,351,253,0,224,277,249,0,226,7,162,0,0,0,0,0
251,201,257,0,11,90,90,0,189,24,185,0,111,0,212,0
34,12,149,0,0,0,0,0,120,5,158,0,76,0,158,0
25,2,47,0,0,8,0,0,129,0,133,0,70,0,55,0
116,72,91,0,0,140,0,0,152,0,123,0,64,0,66,0
136,129,121,0,7,129,10,0,143,0,126,0,33,0,80,0
260,332,208,0,177,239,255,10,185,0,144,0,0,0,48,0
317,381,191,0,344,444,271,0,185,0,147,0,0,0,0,0
152,104,103,0,44,221,6,0,99,0,102,0,0,0,0,0
54,25,43,0,0,80,0,0,99,0,92,0,0,0,0,0
110,54,35,0,0,164,0,0,114,0,96,0,0,0,0,0
186,110,61,0,50,239,3,0,138,0,106,0,0,0,0,0
230,235,172,0,119,206,174,0,156,0,126,0,0,0,0,0
347,402,223,0,380,466,332,10,193,0,147,0,0,0,0,0
189,136,51,0,117,277,59,0,149,0,101,0,0,0,0,0
147,90,88,0,12,182,0,0,125,0,109,0,0,0,0,0
62,26,21,0,0,65,0,0,97,0,101,0,0,0,0,0
3,0,0,0,0,0,0,0,71,0,80,0,0,0,0,0
113,107,151,0,0,4,64,0,119,0,128,0,28,0,54,0
290,311,293,7,129,202,245,23,202,49,186,0,89,0,151,0
163,65,136,0,0,78,0,0,154,30,136,0,15,0,18,0
74,21,73,0,0,62,0,0,101,16,102,0,0,0,0,0
90,36,70,0,0,141,0,0,80,5,92,0,0,0,0,0
64,41,101,0,0,47,0,0,87,0,101,0,3,0,4,0
175,148,230,0,0,0,109,4,150,45,152,0,87,0,198,0
232,206,243,0,20,31,173,14,191,56,147,0,0,0,30,0
62,12,64,0,0,12,0,0,89,13,97,0,0,0,0,0
19,0,27,0,0,6,0,0,71,0,92,0,0,0,0,0
21,0,22,0,0,38,0,0,59,0,84,0,0,0,0,0
75,38,76,0,0,51,3,0,92,1,89,0,0,0,0,0
230,227,217,0,85,33,314,100,178,40,141,0,0,0,0,0
210,154,164,0,70,102,203,4,167,25,110,0,0,0,0,0
46,0,35,0,0,9,0,0,95,18,85,0,0,0,0,0
22,0,0,0,0,52,0,0,67,2,67,0,0,0,0,0
13,0,0,0,0,44,0,0,53,0,66,0,0,0,0,0
83,55,65,0,0,88,0,0,79,0,85,0,0,0,0,0
227,221,238,0,67,83,209,22,176,25,126,0,0,0,8,0
250,241,229,0,116,246,142,0,197,24,116,0,0,0,0,0
