Pin 0,Pin 1,Pin 2,Pin 3,Pin 4,Pin 5,Pin 6,Pin 7,Pin 8,Pin 9,Pin 10,Pin 11,Pin 12,Pin 13,Pin 14,Pin 15
0,0,0,0,142,19,93,221,0,0,22,0,0,0,0,0
0,0,0,0,144,25,88,214,0,0,22,0,0,0,0,0
0,0,0,0,134,29,59,183,0,0,21,0,0,0,0,0
0,0,0,0,36,4,0,86,41,0,26,0,0,0,0,0
0,0,0,0,216,68,58,137,35,0,13,0,0,0,0,0
0,0,0,0,411,243,116,154,11,0,0,0,0,0,0,0
0,0,0,0,487,323,123,133,0,0,0,0,0,0,0,0
0,0,0,0,515,374,72,42,0,0,0,0,0,0,0,0
0,0,0,0,541,402,105,105,0,0,0,0,0,0,0,0
0,0,0,0,540,402,128,137,0,0,0,0,0,0,0,0
0,0,0,0,415,283,108,168,0,0,0,0,0,0,0,0
0,0,0,0,182,69,11,167,0,0,0,0,0,0,0,0
0,0,0,0,176,35,48,175,0,0,0,0,0,0,0,0
0,0,0,0,183,42,105,184,0,0,0,0,0,0,0,0
0,0,0,0,237,80,167,201,4,0,0,0,0,0,0,0
0,0,0,0,173,47,74,169,3,0,0,0,0,0,0,0
0,0,0,0,208,68,46,150,9,0,0,0,0,0,0,0
0,0,0,0,380,216,103,162,0,0,0,0,0,0,0,0
0,0,0,0,491,326,109,91,0,0,0,0,0,0,0,0
0,0,0,0,496,337,93,88,0,0,0,0,0,0,0,0
0,0,0,0,499,335,94,87,0,0,0,0,0,0,0,0
0,0,0,0,524,353,109,116,0,0,0,0,0,0,0,0
0,0,0,0,516,352,134,153,0,0,0,0,0,0,0,0
0,0,0,0,439,286,151,181,0,0,0,0,0,0,0,0
0,0,0,0,201,73,23,174,0,0,0,0,0,0,0,0
0,0,0,0,185,33,36,167,0,0,0,0,0,0,0,0
0,0,0,0,214,8,119,182,0,0,0,0,0,0,0,0
0,0,0,0,207,9,140,185,0,0,0,0,0,0,0,0
0,0,0,0,160,16,61,161,5,0,0,0,0,0,0,0
0,0,0,0,243,98,71,158,4,0,0,0,0,0,0,0
0,0,0,0,360,198,72,140,10,0,0,0,0,0,0,0
0,0,0,0,446,272,88,128,1,0,0,0,0,0,0,0
0,0,0,0,501,333,79,60,0,0,0,0,0,0,0,0
0,0,0,0,479,321,39,32,0,0,0,0,0,0,0,0
0,0,0,0,477,310,42,61,0,0,0,0,0,0,0,0
0,0,0,0,517,340,104,119,0,0,0,0,0,0,0,0
0,0,0,0,517,346,136,149,0,0,0,0,0,0,0,0
0,0,0,0,408,276,159,186,0,0,0,0,0,0,0,0
0,0,0,0,225,90,27,157,0,0,0,0,0,0,0,0
0,0,0,0,96,0,13,158,0,0,0,0,0,0,0,0
0,0,0,0,11,0,2,183,1,0,0,0,0,0,0,0
0,0,0,0,133,0,140,189,9,0,0,0,0,0,0,0
0,0,0,0,12,0,10,156,12,0,0,0,0,0,0,0
0,0,0,0,184,48,28,150,13,0,0,0,0,0,0,0
0,0,0,0,370,213,139,160,13,0,0,0,0,0,0,0
0,0,0,0,490,355,154,101,8,0,0,0,0,0,0,0
0,0,0,0,503,367,74,23,9,0,0,0,0,0,0,0
0,0,0,0,480,360,24,0,4,0,0,0,0,0,0,0
0,0,0,0,488,367,62,62,3,0,0,0,0,0,0,0
0,0,0,0,500,380,103,122,4,0,0,0,0,0,0,0
0,0,0,0,452,342,162,166,2,0,0,0,0,0,0,0
0,0,0,0,321,217,118,185,0,0,0,0,0,0,0,0
0,0,0,0,239,107,94,188,0,0,0,0,0,0,0,0
0,0,0,0,218,7,120,197,0,0,0,0,0,0,0,0
0,0,0,0,20,0,36,195,0,0,0,0,0,0,0,0
0,0,0,0,86,0,91,205,9,0,0,0,0,0,0,0
0,0,0,0,182,39,53,158,9,0,0,0,0,0,0,0
0,0,0,0,296,99,96,168,5,0,0,0,0,0,0,0
0,0,0,0,425,245,99,128,4,0,0,0,0,0,0,0
0,0,0,0,489,342,67,39,3,0,0,0,0,0,0,0
0,0,0,0,472,310,41,44,0,0,0,0,0,0,0,0
0,0,0,0,480,311,57,71,4,0,0,0,0,0,0,0
0,0,0,0,497,320,81,98,7,0,0,0,0,0,0,0
0,0,0,0,495,342,86,95,10,0,0,0,0,0,0,0
0,0,0,0,439,300,117,159,3,0,0,0,0,0,0,0
0,0,0,0,282,127,46,172,0,0,0,0,0,0,0,0
0,0,0,0,246,104,57,166,7,0,0,0,0,0,0,0
0,0,0,0,36,0,4,136,2,0,0,0,0,0,0,0
0,0,0,0,59,0,61,161,2,0,0,0,0,0,0,0
0,0,0,0,56,0,8,136,7,0,0,0,0,0,0,0
0,0,0,0,217,94,2,64,18,0,0,0,0,0,0,0
0,0,0,0,429,284,67,63,20,0,0,0,0,0,0,0
0,0,0,0,469,299,25,0,11,0,0,0,0,0,0,0
0,0,0,0,488,348,0,0,0,0,0,0,0,0,0,0
0,0,0,0,456,322,0,0,0,0,0,0,0,0,0,0
0,0,0,0,475,341,1,0,0,0,0,0,0,0,0,0
0,0,0,0,490,340,34,87,0,0,0,0,0,0,0,0
0,0,0,0,450,312,116,156,0,0,0,0,0,0,0,0
0,0,0,0,381,252,117,179,0,0,0,0,0,0,0,0
0,0,0,0,280,163,82,167,0,0,0,0,0,0,0,0
0,0,0,0,78,0,40,166,0,0,0,0,0,0,0,0
0,0,0,0,6,0,28,212,0,0,0,0,0,0,0,0
0,0,0,0,0,0,72,201,1,0,0,0,0,0,0,0
0,0,0,0,102,0,39,137,4,0,0,0,0,0,0,0
0,0,0,0,299,89,78,136,6,0,0,0,0,0,0,0
0,0,0,0,461,286,84,75,2,0,0,0,0,0,0,0
0,0,0,0,469,283,57,60,0,0,0,0,0,0,0,0
0,0,0,0,461,276,42,24,0,0,0,0,0,0,0,0
0,0,0,0,461,290,24,20,0,0,0,0,0,0,0,0
