Pin 0,Pin 1,Pin 2,Pin 3,Pin 4,Pin 5,Pin 6,Pin 7,Pin 8,Pin 9,Pin 10,Pin 11,Pin 12,Pin 13,Pin 14,Pin 15
100,0,0,0,636,531,576,219,11,0,18,0,0,0,94,0
113,0,0,0,654,573,585,234,15,0,23,0,0,0,120,0
125,2,0,0,638,565,554,247,17,0,30,0,30,0,206,0
140,10,0,0,645,583,557,247,20,0,39,0,70,0,235,0
215,57,0,0,710,666,647,344,52,0,46,0,132,0,297,0
245,95,0,0,736,686,684,377,60,0,53,0,103,0,303,0
270,103,0,0,754,716,685,341,75,0,52,0,87,0,228,0
302,162,37,0,766,714,721,441,94,0,78,21,191,0,364,0
324,195,37,0,779,738,726,422,114,0,72,23,212,0,376,0
311,174,27,0,781,739,728,415,116,0,77,11,172,0,345,0
281,130,11,0,773,730,716,392,97,0,62,3,159,0,326,0
253,107,7,0,759,712,704,398,77,0,57,0,177,0,338,0
285,147,37,0,761,703,720,444,88,0,78,15,264,0,388,0
323,189,63,0,760,708,721,466,105,0,101,29,323,0,418,0
324,227,95,0,763,688,732,480,114,0,114,43,377,0,466,0
301,208,97,0,750,653,728,487,92,0,114,43,351,0,469,8
308,207,73,0,752,663,726,478,102,0,115,33,343,0,467,14
365,292,102,0,781,715,743,491,115,0,111,37,351,0,465,16
373,313,118,0,778,716,741,489,122,0,123,57,373,0,495,11
382,324,130,0,778,718,737,477,134,0,128,71,385,0,503,6
377,307,138,0,780,719,742,487,124,0,127,77,381,0,491,13
334,260,96,0,785,720,748,500,91,0,113,46,305,0,416,0
317,244,76,0,786,721,746,484,98,0,96,32,287,0,409,3
289,190,26,0,780,712,739,463,88,0,56,0,230,0,379,0
295,182,22,0,782,718,735,450,90,0,55,0,221,0,360,0
307,203,28,0,783,720,738,464,97,0,65,0,257,0,383,0
317,213,40,0,782,720,740,472,100,0,76,0,280,0,387,0
337,224,43,0,792,739,740,460,107,0,73,0,259,0,344,0
353,261,48,0,796,746,745,463,108,0,76,4,291,0,373,0
339,251,89,0,776,712,740,475,112,0,102,32,363,0,435,0
320,227,93,0,751,667,728,477,108,0,101,34,363,0,453,8
326,256,128,0,763,666,751,506,104,0,101,47,380,0,476,16
336,274,135,0,776,680,759,514,107,0,99,51,373,0,473,22
349,285,130,0,777,693,751,499,114,0,100,39,373,0,476,14
315,218,54,0,778,694,754,500,98,0,74,5,322,0,399,0
258,134,20,0,762,675,733,460,77,0,57,0,237,0,360,0
300,227,80,0,774,673,764,524,82,0,81,13,348,0,457,0
311,262,88,0,784,681,771,525,91,0,74,0,366,0,472,0
310,221,55,0,781,685,762,508,88,0,60,0,348,0,446,0
305,190,32,0,784,694,756,483,85,0,51,0,294,0,390,0
305,190,33,0,781,693,751,479,87,0,61,0,258,0,378,0
312,201,39,0,790,706,759,487,84,0,55,0,247,0,368,0
330,228,65,0,795,721,760,485,92,0,61,0,281,0,387,0
329,250,71,0,793,712,766,496,91,0,68,0,327,0,425,0
291,197,45,0,765,670,739,459,83,0,66,0,329,0,430,0
312,277,107,0,758,614,758,509,85,0,74,18,385,0,506,0
324,294,111,0,774,636,772,521,94,0,70,20,380,0,501,0
329,285,92,0,776,659,763,503,93,0,58,12,366,0,482,0
336,289,79,0,782,679,757,476,101,0,52,6,370,0,473,0
325,255,61,0,778,677,755,481,98,0,54,0,342,0,430,0
328,264,90,0,785,683,764,494,93,0,55,8,345,0,441,0
330,285,105,0,797,693,778,520,66,0,47,12,332,0,438,0
340,280,70,0,804,718,769,478,81,0,33,0,304,0,403,0
300,203,29,0,785,693,753,464,60,0,29,0,253,0,372,0
287,172,25,0,784,694,746,445,54,0,28,0,236,0,358,0
313,200,33,0,795,711,755,454,64,0,33,0,256,0,368,0
337,237,48,0,807,736,762,453,80,0,36,0,228,0,347,0
337,233,60,0,802,733,754,448,83,0,38,0,244,0,359,0
317,250,84,0,781,693,750,464,76,0,59,6,333,0,428,0
310,243,82,0,773,677,751,474,65,0,61,2,338,0,438,0
313,249,95,0,777,685,755,482,64,0,55,5,304,0,422,0
319,265,95,0,787,692,764,490,65,0,63,5,304,0,424,0
312,243,65,0,778,685,753,472,67,0,59,0,306,0,413,0
295,206,48,0,776,690,742,441,59,0,42,0,249,0,375,0
286,206,56,0,779,684,755,468,55,0,48,0,238,0,370,0
314,260,93,0,797,704,772,490,64,0,59,2,292,0,406,0
324,273,91,0,805,721,772,484,67,0,43,0,258,0,382,0
308,234,64,0,798,712,764,463,58,0,37,0,236,0,363,0
283,197,58,0,790,698,760,467,54,0,36,0,211,0,350,0
263,156,29,0,781,689,747,445,49,0,31,0,169,0,324,0
294,192,40,0,793,709,756,460,57,0,35,0,205,0,339,0
310,209,48,0,800,724,756,451,60,0,36,0,212,0,341,0
326,262,73,0,804,729,765,469,61,0,54,0,257,0,375,0
