Pin 0,Pin 1,Pin 2,Pin 3,Pin 4,Pin 5,Pin 6,Pin 7,Pin 8,Pin 9,Pin 10,Pin 11,Pin 12,Pin 13,Pin 14,Pin 15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,28,126,0,0,0,0,0,0,0,0,0
106,0,0,0,244,370,202,0,0,0,0,0,0,0,0,0
144,0,0,0,397,510,327,0,0,0,0,0,0,0,0,0
149,6,0,0,416,547,333,0,0,0,0,0,0,0,0,0
144,0,0,0,485,605,391,0,0,0,0,0,0,0,0,0
145,0,0,0,467,570,358,0,0,0,0,0,0,0,0,0
136,0,0,0,233,429,270,0,0,0,0,0,0,0,0,0
40,0,0,0,26,25,41,0,0,0,0,0,0,0,0,0
0,0,0,0,46,38,54,156,0,0,0,0,0,0,0,0
0,0,0,0,7,0,28,0,0,0,0,0,0,0,0,0
11,0,6,0,0,0,313,0,0,0,0,0,0,0,0,0
158,0,0,0,267,440,341,0,0,25,0,0,0,0,0,0
217,12,0,0,331,539,318,0,0,40,0,0,0,0,0,0
235,17,2,0,454,616,377,0,0,12,0,0,0,0,0,0
223,11,0,0,443,600,359,0,0,14,0,0,0,0,0,0
129,0,0,0,255,432,301,0,0,8,0,0,0,0,0,0
12,0,0,0,18,11,93,0,0,44,0,0,0,0,0,0
0,0,0,0,32,15,177,149,0,41,0,0,0,0,0,0
0,0,0,0,9,0,5,0,0,23,0,0,0,0,0,0
0,0,0,0,0,0,191,0,0,13,0,0,0,0,0,0
68,0,6,0,267,380,389,0,0,0,0,0,0,0,0,0
165,18,10,0,396,538,392,0,0,10,0,0,0,0,0,0
151,7,12,0,475,598,434,0,0,0,0,0,0,0,0,0
177,28,56,0,449,553,491,0,0,12,0,0,0,0,0,0
159,3,67,0,293,404,490,0,0,109,0,0,0,0,0,0
83,0,8,0,22,24,267,0,0,125,0,0,0,0,0,0
32,0,0,0,25,22,116,34,0,89,0,0,0,0,0,0
0,0,0,0,17,11,21,49,0,32,0,0,0,0,0,0
0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
65,0,0,0,0,177,172,0,0,70,0,0,0,0,0,0
165,5,0,0,290,516,232,0,0,20,0,0,0,0,0,0
192,31,0,0,396,580,333,0,0,7,0,0,0,0,0,0
190,39,0,0,453,612,366,0,0,3,0,0,0,0,0,0
183,27,0,0,449,599,361,0,0,0,0,0,0,0,0,0
124,2,0,0,235,428,283,0,0,0,0,0,0,0,0,0
40,0,0,0,24,23,40,0,0,7,0,0,0,0,0,0
45,0,0,0,42,55,194,175,0,7,0,0,0,0,0,0
15,0,0,0,15,25,74,117,0,8,0,0,0,0,0,0
39,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0
88,0,0,0,233,372,269,0,0,0,0,0,0,0,0,0
141,16,0,0,414,520,375,0,0,0,0,0,0,0,0,0
174,46,10,0,461,580,398,0,0,0,0,0,0,0,0,0
