Pin 0,Pin 1,Pin 2,Pin 3,Pin 4,Pin 5,Pin 6,Pin 7,Pin 8,Pin 9,Pin 10,Pin 11,Pin 12,Pin 13,Pin 14,Pin 15
0,153,552,101,75,0,725,503,142,0,129,41,0,0,228,30
139,348,498,0,455,3,722,391,347,253,140,35,0,0,64,0
355,475,469,0,630,296,712,291,354,269,96,19,0,0,89,0
440,528,431,0,678,554,702,182,333,233,95,12,0,0,22,0
427,540,476,0,569,329,686,306,292,212,157,29,0,0,208,0
346,512,504,0,508,90,687,372,274,214,175,39,0,0,235,0
276,476,507,0,476,70,673,391,240,154,162,29,0,0,211,0
318,480,481,0,483,58,666,367,211,119,143,24,0,0,81,0
384,504,406,0,635,370,650,225,234,94,118,1,0,0,1,0
401,524,409,0,685,370,663,254,247,102,87,2,0,0,59,0
348,510,437,0,660,160,676,319,222,94,104,6,0,0,135,0
358,498,412,0,648,240,647,295,174,78,77,0,0,0,126,0
394,511,417,0,650,409,648,299,181,75,63,0,0,0,82,0
467,552,395,0,729,611,665,301,205,54,66,0,0,0,0,0
495,578,424,0,769,676,719,349,251,82,70,8,0,0,0,0
533,587,403,0,806,739,733,333,274,71,61,4,0,0,0,0
558,617,441,0,767,678,737,378,275,61,96,12,0,0,43,0
525,605,448,0,721,551,711,367,265,67,122,10,0,0,90,0
469,572,440,0,704,446,690,344,214,57,113,0,0,0,77,0
440,551,417,0,713,416,677,266,202,68,106,0,0,0,85,0
420,562,450,0,715,330,690,313,185,56,137,0,0,0,149,0
434,568,436,0,700,411,677,252,175,41,153,13,0,0,88,0
381,533,440,0,602,253,651,261,164,39,162,24,0,0,99,0
275,445,440,0,447,66,591,301,123,27,137,18,0,0,144,0
339,479,394,0,565,272,591,195,125,6,105,4,0,0,9,0
396,512,364,0,659,409,614,187,140,0,102,0,0,0,0,0
409,538,407,0,711,348,650,249,152,0,97,0,0,0,50,0
411,539,424,0,720,350,657,283,143,0,80,0,0,0,88,0
318,468,411,0,584,103,641,319,67,0,78,0,0,0,172,0
389,492,351,0,630,387,601,200,77,0,31,0,0,0,41,0
501,563,355,0,737,669,638,147,132,0,16,0,0,0,0,0
552,575,344,0,795,763,662,98,169,0,12,0,0,0,0,0
569,589,357,0,805,773,678,161,188,3,27,0,0,0,0,0
563,597,367,0,783,705,677,209,184,0,56,0,0,0,0,0
497,588,416,0,701,484,665,293,150,0,84,0,5,0,90,0
411,530,418,0,642,208,646,310,98,10,93,0,0,0,94,0
354,486,398,0,639,166,631,289,73,0,86,0,0,0,102,0
442,533,372,0,717,466,591,147,110,0,86,0,0,0,26,0
504,567,377,0,722,623,595,67,144,0,86,0,0,0,0,0
445,528,399,0,607,388,587,158,70,28,95,0,0,0,1,0
365,488,418,0,528,147,574,214,49,78,109,7,0,0,5,0
412,509,383,0,578,326,556,174,44,24,89,0,0,0,0,0
453,533,381,0,699,456,588,166,56,32,56,0,0,0,0,0
440,550,429,0,713,257,628,245,75,64,100,0,0,0,34,0
446,550,408,0,709,306,593,209,48,18,82,0,0,0,84,0
342,443,374,0,576,109,575,236,13,16,50,0,0,0,122,0
452,507,352,0,686,449,591,162,26,13,30,0,0,0,17,0
495,553,404,0,763,670,689,180,73,0,16,0,0,0,0,0
566,582,371,0,809,769,678,80,137,0,18,0,0,0,0,0
597,604,395,0,804,773,689,165,165,3,42,0,0,0,0,0
557,615,436,0,755,553,687,262,134,10,97,5,12,0,49,0
482,574,442,0,688,343,648,265,71,10,113,10,0,0,89,0
443,536,408,0,690,288,619,206,57,9,102,6,0,0,56,0
454,556,410,0,745,398,629,212,44,1,88,5,0,0,55,0
468,555,371,0,733,517,601,120,37,0,87,4,0,0,0,0
489,550,382,0,590,406,551,58,24,0,124,12,0,0,51,0
