Pin 0,Pin 1,Pin 2,Pin 3,Pin 4,Pin 5,Pin 6,Pin 7,Pin 8,Pin 9,Pin 10,Pin 11,Pin 12,Pin 13,Pin 14,Pin 15
407,295,17,0,645,554,437,53,72,0,62,0,0,0,0,0
412,309,27,0,646,552,443,60,82,0,69,0,0,0,0,0
433,324,58,0,650,564,451,46,119,0,57,0,8,0,0,0
472,383,147,0,686,589,521,122,174,0,63,19,156,0,0,0
519,396,108,0,725,657,562,113,231,0,54,9,74,0,0,0
553,437,125,0,742,668,587,140,279,0,64,43,206,1,0,0
554,447,176,0,729,650,585,141,277,0,55,38,234,4,0,0
570,448,180,0,750,686,583,119,276,0,56,17,187,9,0,0
565,437,147,0,758,701,577,107,273,0,47,3,86,0,0,0
598,478,204,0,756,689,610,135,308,0,55,31,252,33,0,0
583,455,162,0,761,689,594,132,282,0,51,13,144,0,0,0
577,456,210,0,736,658,581,120,293,0,65,17,174,4,0,0
562,423,202,0,722,653,557,97,296,0,59,0,132,0,0,0
518,346,127,0,702,641,529,40,275,0,34,0,48,0,0,0
458,302,109,0,682,594,529,42,231,0,30,0,11,0,0,0
459,335,135,0,710,590,555,92,236,0,39,0,24,0,0,0
455,341,145,0,707,578,547,97,231,0,46,0,37,0,0,0
473,363,159,0,716,597,550,98,239,0,46,0,50,0,0,0
481,316,87,0,756,660,564,58,249,0,24,0,0,0,0,0
525,315,42,0,786,697,605,98,266,0,34,0,0,0,0,0
531,376,88,0,780,658,616,103,273,0,50,0,65,0,0,0
577,456,215,0,782,647,634,133,317,0,64,31,250,0,0,0
598,477,210,0,785,670,625,116,326,0,55,37,282,11,0,0
592,431,153,0,788,696,581,60,301,0,37,0,148,0,0,0
567,443,216,0,768,638,608,137,293,0,48,7,226,0,0,0
490,348,151,0,725,599,565,103,269,0,29,0,42,0,0,0
421,254,83,0,684,565,520,23,227,0,10,0,0,0,0,0
383,208,70,0,645,515,474,7,181,0,0,0,0,0,0,0
407,255,32,0,728,612,490,10,207,0,15,0,0,0,0,0
432,282,40,0,736,623,489,8,200,0,24,0,0,0,0,0
450,317,69,0,735,626,490,14,206,0,26,0,0,0,0,0
482,356,101,0,755,656,509,41,229,0,35,0,0,0,0,0
520,392,91,0,787,686,538,55,229,0,35,0,0,0,0,0
528,461,186,0,794,639,604,133,254,0,49,4,125,0,0,0
603,476,206,0,800,695,589,56,348,0,50,4,100,0,0,0
631,481,179,0,800,706,567,43,343,0,47,12,153,0,0,0
637,448,102,0,792,726,483,0,333,0,29,0,35,0,0,0
622,437,107,0,790,725,478,0,321,0,19,0,0,0,0,0
574,380,57,0,795,721,467,0,291,0,9,0,0,0,0,0
0,0,0,0,6,0,17,0,0,0,0,0,0,0,0,0
405,219,179,0,480,426,494,19,34,0,48,4,136,8,0,0
394,174,32,0,582,529,437,0,38,0,47,6,0,0,0,0
435,262,53,0,644,580,492,11,51,0,46,10,19,0,0,0
465,315,76,0,677,608,529,25,71,11,52,25,41,13,0,0
506,381,161,0,692,613,515,23,50,0,47,40,219,46,0,0
573,453,253,0,724,632,587,90,117,1,38,73,392,146,0,0
613,494,263,0,743,645,618,147,170,0,26,93,407,171,14,0
631,469,225,0,748,692,564,4,183,0,11,54,315,103,0,0
613,448,223,0,756,692,571,30,107,0,6,22,215,65,0,0
597,416,205,0,755,690,561,29,132,0,8,8,115,41,0,0
568,406,193,0,738,658,562,31,94,0,9,3,108,14,0,0
599,444,214,0,736,665,547,24,112,0,16,29,215,104,0,0
609,428,196,0,705,663,500,0,136,0,16,31,212,109,0,0
606,395,153,0,695,667,463,0,133,0,17,30,152,117,0,0
576,346,88,0,676,655,402,0,91,0,21,9,56,39,0,0
529,334,87,0,673,626,434,0,83,0,16,11,21,8,0,0
508,352,115,0,685,602,478,0,66,0,15,15,31,0,0,0
515,358,115,0,715,618,500,21,72,0,7,0,0,0,0,0
603,433,142,0,747,653,590,0,316,0,31,63,0,0,0,0
647,486,192,0,767,682,603,17,271,0,18,75,134,0,0,0
606,342,94,0,772,715,487,0,114,0,0,0,0,0,0,0
591,376,110,0,773,697,505,0,107,0,0,0,0,0,0,0
594,410,134,0,773,662,527,30,102,0,0,15,1,0,0,0
598,423,139,0,743,625,505,10,121,0,7,27,9,0,0,0
612,429,156,0,738,635,484,0,138,0,8,33,0,0,0,0
611,381,105,0,726,652,434,0,130,0,1,14,0,0,0,0
598,324,63,0,708,668,385,0,135,0,0,0,0,0,0,0
539,248,16,0,678,651,378,0,67,0,0,0,0,0,0,0
567,295,23,0,697,665,358,0,87,0,0,0,0,0,0,0
589,331,46,0,714,675,390,0,75,0,0,0,0,0,0,0
607,355,61,0,720,671,396,0,89,0,0,1,0,0,0,0
633,382,100,0,739,688,420,0,120,0,0,7,0,0,0,0
659,422,109,0,761,715,447,0,154,0,0,2,0,0,0,0
641,394,91,0,767,722,434,0,100,0,0,0,0,0,0,0
629,388,98,0,763,704,451,0,91,0,0,0,0,0,0,0
640,433,152,0,767,687,500,0,87,0,0,4,0,0,0,0
647,405,94,0,784,719,491,0,119,0,0,0,0,0,0,0
642,433,143,0,771,683,498,0,87,0,0,0,0,0,0,0
620,317,50,0,748,707,379,0,70,0,0,0,0,0,0,0
592,285,35,0,735,701,344,0,68,0,0,0,0,0,0,0
438,252,37,0,613,442,353,0,21,0,2,0,0,0,0,0
0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
325,189,80,0,409,287,388,0,0,0,41,0,128,0,0,0
489,266,9,0,650,582,449,0,13,0,61,0,0,0,0,0
574,382,49,0,702,625,492,0,45,0,66,4,27,0,0,0
610,408,75,0,719,652,520,0,50,0,66,0,21,0,0,0
614,365,51,0,740,691,512,0,63,0,43,0,0,0,0,0
599,324,19,0,762,699,538,0,66,0,47,0,0,0,0,0
601,318,45,0,763,703,525,0,91,0,48,0,0,0,0,0
607,349,60,0,767,705,534,0,96,0,46,0,0,0,0,0
604,343,53,0,763,702,515,0,57,0,48,0,0,0,0,0
607,347,45,0,753,691,478,0,70,0,51,0,0,0,0,0
604,327,35,0,743,691,439,0,46,0,48,0,0,0,0,0
607,319,19,0,720,679,410,0,52,0,51,0,0,0,0,0
611,340,34,0,702,650,433,0,37,0,52,0,0,0,0,0
605,309,17,0,683,639,417,0,43,0,56,0,0,0,0,0
598,351,57,0,689,604,484,0,22,0,60,0,0,0,0,0
604,360,56,0,699,614,476,0,27,0,60,0,0,0,0,0
624,327,30,0,735,676,421,0,127,0,41,0,0,0,0,0
577,210,0,0,754,699,423,0,85,0,16,0,0,0,0,0
579,258,10,0,760,696,439,0,67,0,23,0,0,0,0,0
585,246,6,0,762,707,429,0,72,0,23,0,0,0,0,0
615,346,39,0,770,710,441,0,44,0,42,0,0,0,0,0
610,338,40,0,765,702,449,0,52,0,36,0,0,0,0,0
591,182,0,0,766,727,366,0,62,0,10,0,0,0,0,0
589,249,10,0,769,706,429,0,59,0,20,0,0,0,0,0
576,237,13,0,740,676,394,0,26,0,22,0,0,0,0,0
550,217,4,0,729,665,379,0,28,0,22,0,0,0,0,0
