Pin 0,Pin 1,Pin 2,Pin 3,Pin 4,Pin 5,Pin 6,Pin 7,Pin 8,Pin 9,Pin 10,Pin 11,Pin 12,Pin 13,Pin 14,Pin 15
363,314,87,0,656,487,582,158,211,0,72,0,39,0,0,0
369,308,96,0,645,481,594,176,229,0,60,0,73,0,0,0
388,350,133,0,669,504,624,224,259,0,72,0,145,0,0,0
439,371,150,0,700,574,646,236,283,0,55,0,149,0,0,0
469,364,128,0,731,639,634,177,288,0,34,0,44,0,0,0
437,365,149,0,715,611,633,157,242,0,21,0,38,0,0,0
434,360,147,0,731,627,635,136,253,0,26,0,8,0,0,0
367,323,139,0,713,542,637,175,225,0,26,0,24,0,0,0
335,332,149,0,706,480,649,195,222,0,39,0,83,0,0,0
278,292,168,0,665,381,648,221,187,0,32,0,75,0,0,0
296,277,160,0,661,415,638,237,210,0,30,0,74,0,0,0
276,243,144,0,650,388,639,264,217,0,37,0,30,0,0,0
166,142,97,0,539,158,599,273,174,0,24,0,0,0,0,0
89,70,74,0,466,96,548,212,114,0,17,0,0,0,0,0
0,0,98,0,0,0,0,22,22,0,20,0,22,0,0,0
284,201,156,0,440,372,546,158,132,0,74,0,74,0,0,0
375,288,135,0,600,546,601,110,177,0,83,0,37,0,0,0
431,334,162,0,653,596,630,109,213,0,85,0,35,0,0,0
444,320,145,0,669,622,635,76,218,0,68,0,0,0,0,0
446,318,146,0,670,638,630,53,202,0,58,0,0,0,0,0
427,251,83,0,668,656,601,15,168,0,54,0,0,0,0,0
476,300,114,0,716,690,615,27,227,0,73,0,0,0,0,0
462,305,120,0,718,654,627,77,240,0,73,0,0,0,0,0
408,291,133,0,695,590,637,111,223,0,80,0,0,0,0,0
373,277,129,0,641,541,624,96,179,0,77,0,0,0,0,0
329,252,138,0,610,470,624,139,165,0,75,0,0,0,0,0
351,241,113,0,616,514,603,82,177,0,59,0,0,0,0,0
332,211,104,0,620,512,596,61,174,0,54,0,0,0,0,0
343,241,110,0,636,524,601,64,176,0,63,0,0,0,0,0
332,236,102,0,644,522,610,61,151,0,66,0,0,0,0,0
360,243,90,0,682,571,609,49,177,0,72,0,0,0,0,0
394,304,132,0,706,587,644,84,211,0,66,0,0,0,0,0
405,313,128,0,722,610,650,86,218,0,55,0,0,0,0,0
416,270,107,0,715,637,626,15,199,0,42,0,0,0,0,0
418,191,42,0,719,666,614,0,185,0,17,0,0,0,0,0
453,301,90,0,741,682,611,16,222,0,58,0,0,0,0,0
458,320,98,0,752,670,628,72,251,0,62,0,0,0,0,0
452,328,82,0,732,644,621,69,240,0,64,0,0,0,0,0
438,331,105,0,711,620,617,59,218,0,62,0,0,0,0,0
362,269,86,0,655,542,594,59,170,0,42,0,0,0,0,0
291,165,66,0,602,463,582,47,135,0,25,0,0,0,0,0
277,149,64,0,613,438,584,72,127,0,41,0,0,0,0,0
318,225,85,0,660,499,607,96,163,0,47,0,0,0,0,0
332,262,100,0,669,518,606,97,171,0,52,0,0,0,0,0
381,250,41,0,726,611,614,44,210,0,36,0,0,0,0,0
423,348,95,0,744,631,645,110,233,0,53,0,0,0,0,0
442,330,82,0,749,647,641,63,227,0,55,0,0,0,0,0
483,375,123,0,764,675,650,65,255,0,66,0,0,0,0,0
507,383,112,0,768,683,647,82,272,0,69,0,0,0,0,0
515,384,117,0,770,679,633,75,284,0,65,0,0,0,0,0
495,385,139,0,761,644,631,107,274,0,65,0,0,0,0,0
477,346,99,0,760,646,623,89,261,0,63,0,0,0,0,0
461,348,115,0,735,605,618,83,233,0,67,0,0,0,0,0
400,260,55,0,700,552,595,58,213,0,34,0,0,0,0,0
370,237,61,0,662,534,590,38,166,0,24,0,0,0,0,0
313,168,21,0,665,489,592,56,155,0,14,0,0,0,0,0
343,272,75,0,687,512,608,75,156,0,32,0,0,0,0,0
291,256,91,0,657,400,618,108,120,0,35,0,0,0,0,0
347,240,43,0,705,544,604,50,144,0,18,0,0,0,0,0
366,220,30,0,725,590,600,23,156,0,0,0,0,0,0,0
402,229,15,0,744,635,603,15,176,0,0,0,0,0,0,0
410,246,32,0,744,640,612,19,160,0,0,0,0,0,0,0
415,234,16,0,755,647,607,20,162,0,0,0,0,0,0,0
427,273,46,0,757,640,611,36,159,0,10,0,0,0,0,0
427,273,37,0,755,628,611,51,174,0,16,0,0,0,0,0
416,303,78,0,735,581,614,68,160,0,29,0,0,0,0,0
384,319,115,0,699,513,619,89,123,0,36,0,0,0,0,0
380,284,76,0,690,540,620,65,108,0,20,0,0,0,0,0
350,251,60,0,678,519,604,67,131,0,21,0,0,0,0,0
385,316,111,0,699,545,620,102,109,0,41,0,0,0,0,0
405,335,115,0,716,551,627,101,119,0,47,0,0,0,0,0
463,372,143,0,735,598,613,75,163,0,49,0,0,0,0,0
463,329,70,0,764,627,619,77,158,0,27,0,0,0,0,0
485,332,64,0,779,654,617,67,201,0,36,0,0,0,0,0
503,378,134,0,773,644,632,85,196,0,35,0,0,0,0,0
498,390,157,0,776,638,635,94,154,0,38,0,0,0,0,0
484,407,159,0,761,586,654,130,154,0,35,0,0,0,0,0
568,468,200,0,802,657,676,112,281,0,36,0,0,0,0,0
611,360,55,0,788,730,548,0,253,0,6,0,0,0,0,0
600,378,108,0,781,707,578,0,192,0,11,0,0,0,0,0
537,322,90,0,783,673,591,12,196,0,9,0,0,0,0,0
