Pin 0,Pin 1,Pin 2,Pin 3,Pin 4,Pin 5,Pin 6,Pin 7,Pin 8,Pin 9,Pin 10,Pin 11,Pin 12,Pin 13,Pin 14,Pin 15
101,24,0,0,302,151,378,47,8,44,35,0,0,0,0,0
91,11,0,0,199,87,313,20,0,27,31,0,0,0,0,0
103,42,8,0,239,178,263,3,0,23,36,0,0,0,0,0
260,192,80,0,550,447,536,165,83,46,64,0,0,0,0,0
544,535,358,0,642,572,642,293,254,264,176,18,0,0,226,0
593,580,387,0,599,515,623,328,162,311,190,55,63,0,355,0
522,503,258,0,619,569,581,191,98,227,103,4,0,0,86,0
350,307,118,0,529,342,505,147,41,126,52,0,0,0,0,0
352,267,80,0,554,458,501,116,71,147,25,0,0,0,0,0
496,433,157,0,697,616,599,214,107,182,42,0,0,0,0,0
540,524,290,0,681,565,649,304,121,268,103,0,0,0,82,0
555,536,290,0,662,569,635,236,130,283,113,0,0,0,111,0
560,522,236,0,679,616,617,162,135,273,106,0,0,0,34,0
526,459,161,0,664,627,556,76,99,212,93,0,0,0,0,0
511,457,195,0,632,628,552,81,68,189,90,0,0,0,26,0
376,275,91,0,395,505,361,0,15,98,36,0,0,0,0,0
201,115,26,0,307,292,358,16,0,46,15,0,0,0,0,0
270,286,95,0,593,468,541,136,0,14,29,0,0,0,0,0
434,458,233,0,653,492,603,203,17,35,71,0,0,0,84,0
517,520,227,0,669,609,582,103,2,38,70,0,0,0,108,0
423,387,133,0,551,525,470,19,0,17,34,0,0,0,0,0
456,445,186,0,609,498,546,128,3,40,63,0,0,0,37,0
319,319,126,0,513,302,417,85,0,0,45,0,0,0,0,0
461,413,189,0,579,530,485,115,0,81,64,0,0,0,0,0
440,270,51,0,543,537,364,16,0,37,28,0,0,0,0,0
101,107,238,0,290,0,550,254,0,0,51,0,0,0,1,0
328,244,185,0,569,319,528,183,226,179,74,2,0,0,0,0
237,380,326,0,446,59,603,342,288,233,109,42,0,0,91,0
457,540,429,0,589,251,650,322,300,291,134,48,0,0,317,0
454,487,331,0,573,327,588,210,267,226,80,16,0,0,80,0
471,499,300,0,612,425,593,189,257,233,83,15,0,0,50,0
434,453,256,0,541,349,553,160,231,201,79,7,0,0,77,0
438,457,260,0,579,403,565,170,174,185,64,0,0,0,5,0
290,238,80,0,497,280,472,78,109,92,13,0,0,0,0,0
346,296,85,0,548,378,486,100,155,87,24,0,0,0,0,0
459,452,198,0,655,470,573,186,153,119,53,0,0,0,0,0
471,480,249,0,647,427,576,195,131,121,64,0,0,0,0,0
423,458,267,0,601,268,587,245,98,114,69,0,0,0,15,0
313,314,167,0,486,100,521,215,55,76,44,0,0,0,0,0
367,370,159,0,456,175,475,130,70,95,64,0,0,0,0,0
518,550,329,0,634,448,608,205,135,140,127,0,0,0,161,0
512,496,219,0,610,540,525,18,147,124,87,0,0,0,0,0
367,375,136,0,541,384,506,54,57,54,42,0,0,0,0,0
379,397,191,0,549,309,509,116,61,20,46,0,0,0,0,0
427,453,274,0,670,385,593,216,112,34,44,0,0,0,0,0
407,425,216,0,586,283,506,140,57,9,56,0,0,0,0,0
335,339,186,0,507,122,504,169,35,0,39,0,0,0,0,0
355,390,263,0,663,389,568,183,103,0,26,0,0,0,0,0
398,401,232,0,608,389,523,93,108,13,56,0,0,0,0,0
508,490,327,0,681,567,523,71,99,5,56,0,0,0,0,0
364,328,206,0,608,403,485,107,48,0,12,0,0,0,0,0
252,87,112,0,381,156,383,97,34,0,22,0,0,0,0,0
420,343,209,0,555,402,445,104,85,0,56,0,0,0,0,0
493,408,309,0,585,494,448,106,123,0,83,6,0,0,0,0
495,428,317,0,559,460,463,129,69,0,90,9,0,0,0,0
383,224,157,0,386,331,376,88,31,0,25,0,0,0,0,0
374,355,256,0,622,377,540,191,79,0,34,0,0,0,0,0
