Pin 0,Pin 1,Pin 2,Pin 3,Pin 4,Pin 5,Pin 6,Pin 7,Pin 8,Pin 9,Pin 10,Pin 11,Pin 12,Pin 13,Pin 14,Pin 15
145,57,48,0,360,180,430,208,0,173,116,0,0,0,44,0
152,51,33,0,414,279,445,204,0,176,107,0,0,0,0,0
205,115,53,0,452,369,447,189,0,254,145,0,0,0,0,0
120,8,36,0,275,99,401,205,0,161,111,0,0,0,0,0
329,260,119,0,597,567,551,220,46,279,166,0,0,0,0,0
419,374,269,0,665,582,662,347,120,327,210,0,0,0,94,0
457,403,275,0,632,596,625,312,148,339,228,53,43,0,248,0
413,338,221,0,625,574,609,293,102,267,174,0,0,0,94,0
327,272,169,0,594,467,603,303,27,228,146,0,0,0,81,0
374,418,379,0,590,341,678,422,112,332,244,101,74,0,364,0
358,427,389,0,569,305,673,428,129,355,252,120,108,0,390,0
475,494,412,0,618,490,683,416,130,393,259,127,197,0,488,0
509,512,406,0,637,554,683,399,126,402,262,138,173,0,450,0
459,450,393,0,542,413,614,326,134,419,291,133,178,0,456,0
478,479,415,0,570,478,615,327,142,401,266,144,251,0,499,0
273,319,314,0,463,168,559,279,52,304,162,47,56,0,313,0
90,36,89,0,113,4,423,211,3,193,115,5,0,0,224,0
296,304,244,0,516,347,552,251,5,212,124,15,95,0,160,0
311,396,408,0,596,331,686,433,31,239,159,95,172,0,339,0
551,546,435,0,664,615,666,341,65,390,240,135,268,0,486,0
577,558,444,0,653,624,661,368,46,415,231,158,245,0,490,0
550,539,422,0,637,596,649,340,56,417,246,162,199,0,394,0
470,447,327,0,623,577,612,289,35,356,200,101,78,0,239,0
391,390,258,0,600,517,594,237,6,288,153,37,10,0,146,0
268,200,86,0,548,438,510,166,0,179,96,0,0,0,0,0
300,231,106,0,519,449,495,167,0,211,117,0,0,0,20,0
462,402,256,0,655,593,622,283,53,318,158,29,0,0,44,0
475,474,360,0,664,558,676,382,50,352,195,78,26,0,232,0
527,500,314,0,669,615,659,312,75,378,185,79,57,0,254,0
523,479,272,0,672,639,631,250,74,365,157,56,0,0,132,0
505,401,169,0,654,656,553,129,73,317,127,16,0,0,31,0
492,387,151,0,655,656,551,140,60,295,103,0,0,0,45,0
319,225,87,0,543,514,492,110,7,201,80,0,0,0,0,0
298,139,26,0,508,424,519,171,56,129,84,0,0,0,5,0
527,305,0,0,648,691,384,0,112,232,89,0,0,0,0,0
495,320,32,0,582,641,420,59,79,216,91,0,0,0,15,0
529,391,59,0,643,687,485,38,80,203,89,0,0,0,61,0
527,349,36,0,614,669,468,48,68,268,80,0,0,0,14,0
505,398,149,0,665,626,561,228,104,228,69,0,0,0,0,0
498,421,149,0,632,621,549,211,78,153,74,0,0,0,28,0
413,333,115,0,584,536,498,174,15,141,38,0,0,0,0,0
273,119,36,0,478,376,412,136,0,110,15,0,0,0,0,0
430,381,188,0,590,514,521,190,31,168,77,0,0,0,21,0
467,466,319,0,632,494,596,284,36,208,113,8,33,0,154,0
496,533,349,0,691,572,651,295,21,139,119,11,107,0,247,0
463,468,295,0,662,563,606,229,4,144,78,0,0,0,66,0
