Pin 0,Pin 1,Pin 2,Pin 3,Pin 4,Pin 5,Pin 6,Pin 7,Pin 8,Pin 9,Pin 10,Pin 11,Pin 12,Pin 13,Pin 14,Pin 15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,253,73,0,0,0,0,0,0,0,0,0,0,0,0,0
242,449,274,98,0,0,0,50,0,0,0,0,0,0,0,0
466,621,426,121,0,0,255,244,0,0,0,0,0,0,0,0
518,647,413,100,0,0,191,83,0,0,0,0,0,0,0,0
534,650,406,95,0,0,159,49,0,0,0,0,0,0,0,0
544,648,376,91,0,0,118,0,0,0,0,0,0,0,0,0
528,624,275,60,0,0,7,0,0,0,0,0,0,0,0,0
523,624,189,40,0,306,0,0,0,0,0,0,0,46,0,0
570,645,196,0,101,446,0,0,0,0,0,0,0,90,0,0
576,664,238,16,26,332,0,0,0,0,14,0,0,89,0,0
543,654,271,0,0,148,0,0,0,0,0,0,0,39,0,0
516,645,354,89,0,0,17,0,0,0,0,0,0,0,0,0
539,663,394,97,0,0,102,0,0,0,0,0,0,0,0,0
535,669,311,56,0,103,109,0,0,0,0,0,0,0,0,0
535,642,151,24,25,356,0,0,0,0,0,0,0,56,0,0
572,628,43,0,88,494,0,0,0,0,0,0,0,97,0,0
576,661,127,0,159,457,0,0,0,0,0,0,0,97,0,0
557,656,158,12,2,303,0,0,0,0,0,0,0,41,0,0
555,661,256,62,0,0,0,0,0,0,0,0,0,0,0,0
548,646,331,111,0,0,0,0,0,0,0,0,0,0,0,0
587,672,327,92,0,0,0,0,0,0,0,0,0,0,0,0
564,643,311,83,0,0,0,0,0,0,0,0,0,0,0,0
565,619,312,100,0,0,0,0,0,1,59,0,0,13,0,0
559,631,351,113,0,95,0,0,0,20,98,0,0,17,0,0
592,642,396,152,0,0,0,0,0,19,68,65,0,33,0,0
570,626,353,104,0,0,0,0,0,0,0,0,0,31,0,0
500,612,383,159,0,0,0,0,0,0,0,0,0,0,0,0
426,535,411,208,0,0,0,0,0,0,0,0,0,0,0,0
553,614,426,168,0,0,0,0,0,0,0,0,0,0,0,0
523,613,408,163,0,0,0,0,0,0,0,0,0,9,0,0
522,616,350,144,0,64,0,0,0,0,0,0,0,51,0,0
553,658,394,136,88,302,0,0,0,0,0,0,0,42,0,0
540,629,415,146,0,0,0,0,0,0,0,0,0,21,0,0
532,625,337,100,0,0,0,0,0,0,0,0,0,3,0,0
436,536,377,177,0,0,0,0,0,0,0,0,0,0,0,0
530,595,418,177,0,0,0,0,0,0,0,0,0,0,0,0
