Pin 0,Pin 1,Pin 2,Pin 3,Pin 4,Pin 5,Pin 6,Pin 7,Pin 8,Pin 9,Pin 10,Pin 11,Pin 12,Pin 13,Pin 14,Pin 15
39,0,0,0,579,497,513,186,0,0,89,0,0,0,0,0
37,0,0,0,572,490,506,190,0,0,92,0,0,0,0,0
24,0,0,0,576,494,505,172,0,0,81,0,0,0,0,0
21,0,0,0,577,497,497,157,0,0,72,0,0,0,0,0
24,0,0,0,582,501,510,182,0,0,86,0,0,0,0,0
45,0,0,0,609,540,524,193,0,0,97,0,0,0,0,0
52,0,0,0,593,520,524,201,0,0,109,0,0,0,0,0
3,0,0,0,502,454,468,148,0,0,90,0,0,0,0,0
0,0,0,0,363,344,388,109,0,0,43,0,0,0,0,0
0,0,0,0,280,193,380,109,0,0,43,0,0,0,0,0
0,0,0,0,114,15,284,67,0,0,11,0,0,0,0,0
0,0,0,0,92,5,275,58,0,0,0,0,0,0,0,0
0,0,0,0,152,75,255,44,0,0,2,0,0,0,0,0
0,0,0,0,220,150,267,36,0,0,14,0,0,0,0,0
0,0,0,0,286,209,295,68,0,0,18,0,0,0,0,0
0,0,0,0,250,168,304,105,0,0,45,0,0,0,0,0
0,0,0,0,222,148,319,118,0,0,0,0,0,0,0,0
0,0,0,0,241,136,334,139,0,0,45,0,0,0,0,0
0,0,0,0,293,217,344,136,0,0,77,0,0,0,0,0
16,0,0,0,297,196,357,156,0,0,86,0,0,0,12,0
0,0,0,0,297,182,356,158,0,0,90,0,0,0,0,0
0,0,0,0,223,166,365,178,0,0,47,0,0,0,0,0
0,0,0,0,218,175,360,183,0,0,23,0,0,0,14,0
58,0,0,0,333,346,407,221,0,0,92,0,0,0,69,0
26,0,0,0,188,210,433,312,0,0,121,23,24,0,52,0
16,0,0,0,299,309,436,302,0,0,114,16,0,0,0,0
21,0,0,0,282,304,416,266,0,0,89,3,0,0,0,0
27,0,0,0,323,343,421,259,0,0,94,0,0,0,0,0
32,0,0,0,324,352,408,242,0,0,97,0,0,0,0,0
20,0,0,0,296,329,395,229,0,0,34,0,0,0,0,0
5,0,0,0,209,245,339,198,0,0,11,0,0,0,0,0
6,0,0,0,170,217,346,192,0,0,32,0,0,0,0,0
16,0,0,0,280,321,373,172,0,0,62,0,0,0,0,0
28,0,0,0,319,371,377,148,0,0,88,0,0,0,0,0
24,0,0,0,310,343,356,148,0,0,82,0,0,0,0,0
13,0,0,0,358,371,402,200,0,0,91,0,0,0,0,0
0,0,0,0,341,331,393,240,0,0,61,0,0,0,0,0
0,0,0,0,381,367,417,250,0,0,45,0,0,0,0,0
25,0,0,0,367,368,424,270,0,0,63,0,0,0,19,0
51,0,0,0,339,334,473,337,0,0,143,90,8,0,8,0
60,0,0,0,417,431,481,298,0,0,151,61,0,0,0,0
50,0,0,0,427,445,466,282,0,0,148,26,0,0,0,0
35,0,0,0,439,443,454,278,0,0,144,3,0,0,0,0
37,0,0,0,429,437,456,284,0,0,134,0,0,0,0,0
50,0,0,0,451,456,460,278,0,0,134,0,0,0,0,0
21,0,0,0,459,454,450,258,0,0,120,0,0,0,0,0
20,0,0,0,436,453,416,222,0,0,86,0,0,0,0,0
63,0,0,0,421,447,433,246,0,0,122,0,0,0,0,0
51,0,0,0,458,476,442,212,0,0,120,0,0,0,0,0
10,0,0,0,483,504,437,193,0,0,112,0,0,0,0,0
58,0,0,0,484,501,437,222,0,0,111,0,0,0,0,0
39,0,0,0,476,479,444,240,0,0,92,0,0,0,0,0
82,0,0,0,448,456,456,269,0,0,107,0,0,0,0,0
114,0,0,0,472,466,469,251,0,0,113,0,0,0,0,0
88,0,0,0,417,419,448,246,0,0,74,0,0,0,0,0
99,0,0,0,443,470,430,208,0,0,61,0,0,0,0,0
151,0,0,0,541,552,487,204,0,0,98,0,0,0,0,0
78,0,0,0,517,531,473,191,0,0,87,0,0,0,0,0
75,0,0,0,459,502,432,181,0,0,110,0,0,0,0,0
27,0,0,0,410,449,398,177,0,0,24,0,0,0,0,0
29,0,0,0,423,453,426,237,0,0,44,0,0,0,0,0
86,0,0,0,514,531,474,233,0,0,71,0,0,0,0,0
90,0,0,0,477,506,460,251,0,0,79,0,0,0,0,0
14,0,0,0,461,469,449,227,0,0,79,0,0,0,0,0
6,0,0,0,409,441,389,196,0,0,85,0,0,0,0,0
16,0,0,0,398,438,409,171,0,0,20,0,0,0,0,0
29,0,0,0,453,473,449,214,0,0,16,0,0,0,0,0
42,0,0,0,458,461,468,235,0,0,44,0,0,0,0,0
28,0,0,0,476,466,458,223,0,0,56,0,0,0,0,0
27,0,0,0,493,485,463,225,0,0,22,0,0,0,0,0
19,0,0,0,459,469,418,187,0,0,9,0,0,0,0,0
70,0,0,0,500,524,441,190,0,0,0,0,0,0,0,0
