Pin 0,Pin 1,Pin 2,Pin 3,Pin 4,Pin 5,Pin 6,Pin 7,Pin 8,Pin 9,Pin 10,Pin 11,Pin 12,Pin 13,Pin 14,Pin 15
389,365,46,0,623,527,513,130,0,0,68,0,6,0,0,0
387,362,54,0,617,518,515,134,0,0,69,0,8,0,0,0
427,408,90,0,664,583,546,125,0,0,77,0,36,0,0,0
464,434,111,0,700,640,587,141,0,0,84,0,54,0,0,0
464,419,97,0,710,650,592,150,0,0,78,0,10,0,0,0
632,428,108,0,714,639,608,184,0,0,95,0,39,0,0,0
473,445,146,0,718,647,618,199,0,0,105,0,77,9,0,0
471,447,154,0,720,638,633,215,0,0,107,0,101,14,0,0
449,438,157,0,707,606,636,221,0,0,104,0,88,2,0,0
422,386,64,0,722,643,614,170,0,0,58,0,0,0,0,0
446,415,105,0,724,643,621,182,0,0,88,0,32,11,0,0
467,429,126,0,731,668,624,183,0,0,95,0,29,12,0,0
476,441,161,0,731,662,631,205,0,0,96,1,89,21,0,0
468,444,150,0,734,654,634,181,0,0,96,0,72,16,0,0
463,431,127,0,734,659,628,175,0,0,87,0,37,4,0,0
465,428,118,0,737,664,630,174,0,0,83,0,28,13,0,0
468,426,108,0,737,668,626,165,5,0,81,0,18,12,0,0
471,427,99,0,739,676,624,165,0,0,82,0,23,15,0,0
472,432,117,0,739,668,631,177,15,0,76,1,10,6,0,0
478,439,119,0,738,665,635,195,12,0,84,11,47,13,0,0
473,430,74,0,741,669,632,174,7,0,72,0,28,9,0,0
499,410,45,0,740,666,632,164,0,6,105,9,24,47,0,0
505,415,83,0,737,662,633,163,0,56,106,16,15,0,0,0
506,419,76,0,739,666,631,140,5,29,119,14,27,9,0,0
475,411,52,0,745,672,626,123,0,9,103,1,53,41,0,0
487,424,92,0,742,667,630,147,8,47,101,8,31,59,0,0
471,404,58,0,747,676,622,129,1,12,92,3,9,31,0,0
467,411,56,0,749,679,623,130,0,0,107,7,39,35,0,0
464,404,40,0,751,687,617,109,0,0,91,0,17,19,0,0
464,403,32,0,754,689,617,111,0,0,104,4,39,37,0,0
468,411,40,0,755,693,618,118,0,0,102,5,44,43,0,0
468,409,41,0,755,696,618,117,0,0,98,0,29,42,0,0
482,418,41,0,754,692,618,98,6,0,107,2,41,58,0,0
475,390,11,0,757,696,611,84,0,0,95,0,26,47,0,0
473,403,18,0,758,696,607,92,0,0,91,0,33,48,0,0
466,407,32,0,758,692,610,101,0,0,88,0,22,30,0,0
457,379,6,0,759,698,606,71,0,0,82,0,4,21,0,0
453,389,10,0,760,699,608,77,0,0,93,0,27,30,0,0
451,375,11,0,761,704,595,80,0,0,75,0,3,11,0,0
450,385,25,0,762,705,597,87,0,0,85,0,8,15,0,0
449,386,37,0,763,705,598,89,0,0,84,0,6,13,0,0
443,380,48,0,762,705,593,82,0,0,69,4,0,11,0,0
441,377,37,0,764,710,588,75,0,0,80,0,0,9,0,0
438,377,25,0,765,706,592,76,0,0,81,0,0,5,0,0
435,380,36,0,765,704,597,83,0,0,82,4,0,4,0,0
437,379,38,0,765,704,598,87,0,0,80,5,0,5,0,0
438,374,34,0,766,708,597,84,0,0,76,0,0,5,0,0
438,375,26,0,767,707,600,91,0,0,80,0,0,3,0,0
443,386,41,0,766,705,603,96,0,0,89,8,0,7,0,0
444,381,31,0,766,706,603,92,0,0,82,4,0,0,0,0
445,391,40,0,767,706,605,97,0,0,92,10,0,6,0,0
451,393,42,0,768,703,608,107,4,0,97,13,0,4,0,0
451,390,39,0,768,706,606,95,2,0,88,10,0,1,0,0
450,388,38,0,768,709,605,92,0,0,78,4,0,0,0,0
453,396,54,0,768,701,618,86,0,0,102,12,1,10,0,0
445,394,52,0,766,692,634,75,0,0,97,8,1,11,0,0
438,386,52,0,767,693,633,77,0,0,77,2,0,7,0,0
428,379,32,0,766,687,644,82,0,0,89,9,2,17,0,0
427,381,47,0,768,692,640,80,0,0,81,3,0,10,0,0
426,389,56,0,767,681,648,86,0,0,97,16,6,17,0,0
438,400,82,0,766,689,640,80,0,0,92,7,15,25,0,0
445,398,71,0,767,698,627,76,0,0,79,0,0,13,0,0
453,409,93,0,767,697,633,81,0,0,101,7,14,26,0,0
452,406,76,0,768,702,629,78,0,0,87,6,0,15,0,0
454,405,58,0,768,707,628,74,0,0,92,9,0,17,0,0
450,395,23,0,772,716,610,52,0,0,63,0,0,0,0,0
448,392,20,0,772,712,608,70,0,0,85,2,0,0,0,0
450,395,35,0,770,709,614,80,0,0,93,9,0,5,0,0
450,397,35,0,771,711,615,84,0,0,88,8,0,5,0,0
453,383,16,0,772,720,597,65,0,0,58,0,0,0,0,0
458,384,19,0,772,723,598,64,0,0,66,0,0,0,0,0
460,389,34,0,772,721,604,77,0,0,79,1,0,0,0,0
459,382,17,0,771,723,585,64,0,0,63,0,0,0,0,0
453,389,24,0,772,719,598,73,0,0,73,0,0,0,0,0
448,382,25,0,771,715,600,80,0,0,76,0,0,0,0,0
454,382,18,0,773,722,599,73,0,0,76,0,0,0,0,0
451,358,0,0,774,728,584,49,0,0,56,0,0,0,0,0
450,374,7,0,773,722,591,66,0,0,75,0,0,0,0,0
449,374,7,0,774,718,602,70,12,0,68,0,0,0,0,0
451,364,0,0,775,724,594,57,17,0,64,0,0,0,0,0
449,346,3,0,773,730,608,83,0,0,54,0,0,0,0,0
434,344,0,0,775,728,605,76,0,0,56,0,0,0,0,0
435,370,16,0,773,714,615,88,0,0,79,0,0,0,0,0
437,365,17,0,774,717,611,91,0,0,77,0,0,0,0,0
439,356,6,0,776,722,606,74,0,0,77,0,0,0,0,0
442,366,17,0,775,718,606,78,0,0,76,0,0,0,0,0
447,384,33,0,774,712,612,93,0,0,82,0,0,0,0,0
449,389,36,0,774,712,613,95,0,0,78,2,0,0,0,0
456,387,38,0,774,718,602,79,0,0,66,0,0,0,0,0
457,379,23,0,774,722,597,69,0,0,61,0,0,0,0,0
458,387,57,0,775,720,601,85,0,0,76,13,0,0,0,0
461,394,64,0,775,719,604,90,0,0,81,17,0,2,0,0
461,395,86,0,774,719,608,95,0,0,84,27,0,1,0,0
466,403,80,0,773,718,608,88,5,0,93,26,0,0,0,0
471,409,87,0,774,719,610,95,10,0,102,29,0,0,0,0
466,386,53,0,776,725,603,73,10,0,83,18,0,0,0,0
467,396,60,0,775,722,608,88,5,0,98,23,0,0,0,0
468,398,63,0,773,718,611,93,7,0,97,25,0,0,0,0
463,389,40,0,774,720,602,77,0,0,87,11,0,0,0,0
462,366,22,0,775,730,567,45,0,0,59,0,0,0,0,0
467,381,36,0,774,729,573,51,0,0,82,7,0,0,0,0
468,367,31,0,774,731,573,51,3,0,79,9,0,0,0,0
469,364,12,0,774,733,568,43,5,0,82,5,0,0,0,0
474,385,32,0,771,726,577,62,8,0,89,13,0,0,0,0
481,394,43,0,774,729,584,68,8,0,107,16,0,0,0,0
482,398,50,0,774,732,584,71,8,0,109,17,0,0,0,0
487,411,62,0,773,726,599,80,13,0,115,26,0,7,0,0
485,411,51,0,774,728,596,77,7,0,114,20,0,5,0,0
488,421,74,0,772,718,608,92,10,0,119,35,45,22,0,0
492,418,57,0,772,724,608,87,11,0,116,30,8,11,0,0
495,419,49,0,774,729,601,79,10,0,118,26,9,15,0,0
498,420,57,0,772,728,601,88,12,0,122,29,28,17,0,0
491,407,44,0,775,733,599,70,2,0,110,20,0,9,0,0
490,411,50,0,776,729,599,71,1,0,118,23,0,9,0,0
483,404,37,0,777,732,597,69,0,0,95,13,0,0,0,0
482,404,40,0,777,732,598,72,0,0,106,16,0,0,0,0
478,401,37,0,777,730,599,68,0,0,106,15,0,0,0,0
477,400,36,0,778,731,598,72,0,0,106,12,0,0,0,0
474,362,15,0,778,737,587,52,0,0,85,5,0,0,0,0
464,343,11,0,780,740,583,49,0,0,80,0,0,0,0,0
469,341,3,0,778,745,557,16,0,0,88,0,0,0,0,0
473,353,12,0,779,744,567,33,0,0,97,3,0,0,0,0
473,355,11,0,777,742,568,30,0,0,101,1,0,0,0,0
473,358,11,0,777,740,575,26,0,0,100,0,0,0,0,0
474,360,13,0,778,741,575,29,0,0,102,0,0,0,0,0
464,343,3,0,779,743,571,29,0,0,83,0,0,0,0,0
469,354,8,0,778,739,580,37,0,0,98,0,0,0,0,0
470,363,16,0,778,735,583,41,0,0,100,2,0,0,0,0
468,360,8,0,778,738,579,37,0,0,101,0,0,0,0,0
471,371,8,0,777,733,582,41,0,0,98,3,0,6,0,0
470,358,4,0,779,738,577,39,0,0,98,0,0,1,0,0
472,361,13,0,780,736,583,53,0,0,104,2,0,6,0,0
468,334,0,0,780,739,574,44,0,0,88,0,0,0,0,0
471,331,3,0,779,739,574,56,0,0,89,0,0,0,0,0
632,370,30,0,776,741,582,80,0,0,91,0,0,3,0,0
478,358,20,0,778,743,583,73,0,0,89,0,0,0,0,0
478,352,13,0,779,748,578,68,0,0,83,0,0,0,0,0
480,369,46,0,778,745,576,69,0,0,92,0,0,0,0,0
485,391,69,0,777,735,589,85,0,0,100,3,0,5,0,0
483,386,56,0,776,737,584,78,0,0,96,0,0,0,0,0
486,393,71,0,776,735,589,84,0,0,99,0,0,0,0,0
486,390,56,0,777,739,584,78,0,0,104,0,0,0,0,0
490,395,54,0,776,736,588,70,0,0,113,0,0,0,0,0
482,392,34,0,778,739,586,70,0,0,109,0,0,0,0,0
485,393,39,0,777,735,586,69,0,0,111,0,0,0,0,0
487,387,26,0,779,736,584,57,26,0,108,0,0,0,0,0
492,391,38,0,776,735,583,64,30,0,113,8,0,0,0,0
493,386,24,0,777,735,577,51,27,0,114,0,0,0,0,0
490,387,9,0,777,735,579,45,29,0,112,4,0,0,0,0
488,393,47,0,774,725,589,56,31,0,112,8,0,0,0,0
485,389,37,0,776,732,581,46,19,0,105,5,0,0,0,0
